,Area Name,Lat,Lon,place_id,addr_1,addr-2,Confidence,Municipality,Suburb_geoapify,bbox_lat1,bbox_lat2,bbox_lon1,bbox_lon2
19,Beaconsfield - Officer,-38.0601977,145.4099219,51414d88141e2d624059b065e88eb40743c0f00101f901da24250000000000c00205,Officer,Officer,1.0,Shire of Cardinia,Officer,-38.083262,-38.013286,145.375867,145.441971
20,Beaumaris,-37.9822122,145.0389098,51cecfc3bf3e21624059b95d1e21b9fd42c0f00101f90112c9240000000000c00205,Beaumaris,Beaumaris,1.0,City of Bayside,Beaumaris,-37.996474,-37.970756,145.023796,145.054235
21,Belgrave,-37.912056,145.3552263,51bba58b035e2b6240596f0f4240bef442c0f00101f901f0fc240000000000c00205,Belgrave,Belgrave,1.0,Shire of Yarra Ranges,Belgrave,-37.925463,-37.89864,145.34003,145.371565
22,Selby,-37.9187608,145.3784097,51a7bfa8ee1b2c624059646c32f499f542c0f00101f901b202250000000000c00205,Selby,Selby,1.0,Shire of Yarra Ranges,Selby,-37.934036,-37.901251,145.359643,145.396767
23,Bentleigh,-37.9185101,145.0409246,5143531b414f21624059d9452cbd91f542c0f00101f901699d240000000000c00205,Bentleigh,Bentleigh,1.0,City of Glen Eira,Bentleigh,-37.934728,-37.91081,145.022458,145.052364
24,Berwick,-38.0403826,145.3481493,510234000a242b624059ea29cd412b0543c0f00101f901db0f250000000000c00205,Berwick,Berwick,1.0,City of Casey,Berwick,-38.079591,-38.004604,145.313312,145.38535
25,Blackburn,-37.8217009,145.152276,51e7feea71df24624059014cbe7e2de942c0f00101f9010678240000000000c00205,Blackburn,Blackburn,1.0,City of Whitehorse,Blackburn,-37.833951,-37.809144,145.136298,145.1677703
26,Blackburn South,-37.8388322,145.1487848,518a4457d8c22462405976ea80da5eeb42c0f00101f901f48d240000000000c00205,Blackburn South,Blackburn South,1.0,City of Whitehorse,Blackburn South,-37.84811,-37.830408,145.133173,145.160069
27,Boronia,-37.8563043,145.2859658,51c9d8bfa126296240594bf619619bed42c0f00101f9010bc8240000000000c00205,Boronia,Boronia,1.0,City of Knox,Boronia,-37.874306,-37.833327,145.250369,145.317974
28,Box Hill,-37.8215116,145.1261267,51e074dc3a09246240596fa4c74a27e942c0f00101f9018860240000000000c00205,Box Hill,Box Hill,1.0,City of Whitehorse,Box Hill,-37.830401,-37.8126,145.112901,145.139453
29,Box Hill North,-37.8056831,145.1295748,51580c0d7a25246240594fb8b29f20e742c0f00101f9018b60240000000000c00205,Box Hill North,Box Hill North,1.0,City of Whitehorse,Box Hill North,-37.815424,-37.795327,145.115804,145.142635
30,Braybrook,-37.7867076,144.8548451,51ab741ce45a1b624059e0c1aad5b2e442c0f00101f901f1ac240000000000c00205,Braybrook,Braybrook,1.0,City of Maribyrnong,Braybrook,-37.799539,-37.769768,144.841783,144.865933
31,Brighton,-37.9081962,144.9957991,515cfc1296dd1f624059fdace8c53ff442c0f00101f9019b9f240000000000c00205,Brighton,Brighton,1.0,City of Bayside,Brighton,-37.932788,-37.883273,144.980034,145.00868
32,Brighton East,-37.9171728,145.0163663,5135689e128620624059f06316eb65f542c0f00101f9019b9d240000000000c00205,Brighton East,Brighton East,1.0,City of Bayside,Brighton East,-37.933027,-37.899821,145.00449,145.034393
33,Broadmeadows,-37.6832769,144.9323037,5113ae916ed51d6240595fce119e75d742c0f00101f9018297240000000000c00205,Broadmeadows,Broadmeadows,1.0,City of Hume,Broadmeadows,-37.69468,-37.663095,144.903279,144.957002
34,Brunswick,-37.7664715,144.9613103,51db79d10dc31e62405975e8f4bc1be242c0f00101f901735d240000000000c00205,Brunswick,Brunswick,1.0,City of Merri-bek,Brunswick,-37.779153,-37.754231,144.948727,144.976983
35,Brunswick East,-37.7688802,144.9776825,51e36bcf2c491f6240595ec598aa6ae242c0f00101f9014d5d240000000000c00205,Brunswick East,Brunswick East,1.0,City of Merri-bek,Brunswick East,-37.780073,-37.756921,144.970155,144.986849
36,Brunswick West,-37.7633334,144.9425563,517164d46b291e624059e578aae8b4e142c0f00101f9019263240000000000c00205,Brunswick West,Brunswick West,1.0,City of Merri-bek,Brunswick West,-37.776768,-37.751073,144.926719,144.95386
37,Bulleen,-37.7688992,145.0871992,519807fa55ca22624059d5f5fa496be242c0f00101f901f257240000000000c00205,Bulleen,Bulleen,1.0,City of Manningham,Bulleen,-37.782612,-37.751372,145.067197,145.104225
38,Bundoora,-37.6982468,145.0596757,51b67b03dde821624059b144b12660d942c0f00101f9017b59240000000000c00205,Bundoora,Bundoora,1.0,City of Banyule,Bundoora,-37.729176,-37.676475,145.02533,145.103656
39,Bunyip,-38.0971242,145.7208993,51b3a6689b11376240593953d7906e0c43c0f00101f901eb6b250000000000c00207,Melbourne VIC 3815,Melbourne VIC 3815,1.0,Shire of Cardinia,,,,,
40,Garfield,-38.0898677,145.676222,51beda519ca335624059be3be8c8800b43c0f00101f901ca6b250000000000c00207,Melbourne VIC 3814,Melbourne VIC 3814,1.0,Shire of Cardinia,,,,,
41,Burnside,-37.749374,144.753027,51294014cc1818624059823cbb7cebdf42c0f00101f9013efc240000000000c00205,Burnside,Burnside,1.0,City of Melton,Burnside,-37.763454,-37.73695,144.742005,144.762936
42,Burnside Heights,-37.7324225,144.7555804,51f56ff2b62d18624059622d3e05c0dd42c0f00101f90143fc240000000000c00205,Burnside Heights,Burnside Heights,1.0,City of Melton,Burnside Heights,-37.742002,-37.723957,144.747748,144.764096
43,Burwood,-37.849578,145.1113915,51ad31e884902362405957b3cef8beec42c0f00101f9010978240000000000c00205,Burwood,Burwood,1.0,City of Whitehorse,Burwood,-37.861087,-37.835978,145.093744,145.133485
44,Burwood East,-37.8535935,145.150423,511e32e543d024624059024a438d42ed42c0f00101f9019a8e240000000000c00205,Burwood East,Burwood East,1.0,City of Whitehorse,Burwood East,-37.862005,-37.845444,145.131405,145.169265
45,Cairnlea,-37.7593157,144.7878098,51fccee5bc3519624059706bc14131e142c0f00101f9019cf3240000000000c00205,Cairnlea,Cairnlea,1.0,City of Brimbank,Cairnlea,-37.771158,-37.746633,144.775247,144.805915
46,Camberwell,-37.8384623,145.0740767,51a97c19d65e22624059e8b68ebb52eb42c0f00101f901f95f240000000000c00205,Camberwell,Camberwell,1.0,City of Boroondara,Camberwell,-37.850827,-37.820448,145.053137,145.098154
47,Campbellfield,-37.6641298,144.959583,51865968e7b41e62405946a68d3402d542c0f00101f901cb8d240000000000c00205,Campbellfield,Campbellfield,1.0,City of Hume,Campbellfield,-37.691005,-37.6414,144.934777,144.977766
48,Coolaroo,-37.6567594,144.9345853,51515a6e1fe81d624059982b28b110d442c0f00101f901f098240000000000c00205,Coolaroo,Coolaroo,1.0,City of Hume,Coolaroo,-37.666462,-37.640692,144.922081,144.946897
49,Carlton,-37.8004228,144.9684343,5164daed69fd1e624059837c1a4174e642c0f00101f901785d240000000000c00205,Carlton,Carlton,1.0,City of Melbourne,Carlton,-37.807923,-37.79226,144.958471,144.975716
50,Carlton North,-37.7845585,144.9728553,51b02770a1211f62405940a6b5696ce442c0f00101f901765d240000000000c00205,Carlton North,Carlton North,1.0,City of Yarra,Carlton North,-37.793226,-37.778043,144.958885,144.978136
51,Carnegie,-37.8933729,145.0559135,51f5bc1b0bca21624059fc500e0b5af242c0f00101f9010595240000000000c00205,Carnegie,Carnegie,1.0,City of Glen Eira,Carnegie,-37.906499,-37.88102,145.04469,145.067459
52,Caroline Springs,-37.7345608,144.7371975,512d26361f971762405938769a1606de42c0f00101f901ac00250000000000c00205,Caroline Springs,Caroline Springs,1.0,City of Melton,Caroline Springs,-37.759443,-37.703304,144.72371,144.750616
53,Patterson Lakes,-38.0694493,145.1432329,51c2a6295d9524624059741df4b6e30843c0f00101f901c100250000000000c00205,Patterson Lakes,Patterson Lakes,1.0,City of Kingston,Patterson Lakes,-38.083451,-38.05158,145.132009,145.156254
54,Carrum,-38.0767264,145.1280098,51291202a81824624059b25eb12bd20943c0f00101f901c300250000000000c00205,Carrum,Carrum,1.0,City of Kingston,Carrum,-38.085061,-38.069162,145.119837,145.136208
55,Carrum Downs,-38.0927904,145.1758001,5146048827a025624059feb04a8ee00b43c0f00101f9011401250000000000c00205,Carrum Downs,Carrum Downs,1.0,City of Frankston,Carrum Downs,-38.126773,-38.067395,145.148873,145.203087
56,Caulfield - North,-37.870828,145.0218005,512b51f696b2206240597638ba4a77ef42c0f00101f9019e8e240000000000c00205,Caulfield North,Caulfield North,1.0,City of Glen Eira,Caulfield North,-37.881393,-37.860225,145.007174,145.040152
57,Caulfield - South,-37.894699,145.0249323,51a6a3d23ecc20624059c861307f85f242c0f00101f901eb98240000000000c00205,Caulfield South,Caulfield South,1.0,City of Glen Eira,Caulfield South,-37.903287,-37.886034,145.012214,145.037657
58,Chelsea,-38.0497386,145.121407,512dd0ee90e223624059a62c9ed55d0643c0f00101f9018afb240000000000c00205,Chelsea,Chelsea,1.0,City of Kingston,Chelsea,-38.06013,-38.039166,145.110021,145.133213
59,Chelsea Heights,-38.0395381,145.132786,51bceb6cc83f2462405916399f950f0543c0f00101f90189fb240000000000c00205,Chelsea Heights,Chelsea Heights,1.0,City of Kingston,Chelsea Heights,-38.054995,-38.025384,145.123085,145.144567
60,Cheltenham,-37.9634181,145.0615668,519f10f05af821624059eeefc74851fb42c0f00101f901f6ac240000000000c00205,Cheltenham,Cheltenham,1.0,City of Kingston,Cheltenham,-37.976278,-37.947632,145.027258,145.093178
61,Chirnside Park,-37.7385835,145.3143181,514f01d5e40e2a624059bfee74e789de42c0f00101f901f7ac240000000000c00205,Chirnside Park,Chirnside Park,1.0,Shire of Yarra Ranges,Chirnside Park,-37.771659,-37.712187,145.286941,145.342735
62,Clarinda - Oakleigh South,-37.9248257,145.0921745,51cee0ef17f3226240590a0044b060f642c0f00101f901c29d240000000000c00205,Oakleigh South,Oakleigh South,1.0,City of Monash,Oakleigh South,-37.944458,-37.909515,145.079533,145.113266
63,Clayton,-37.9173212,145.1304242,516c335f6f2c24624059b8f6f4c76af542c0f00101f9018b9d240000000000c00205,Clayton,Clayton,1.0,City of Monash,Clayton,-37.931386,-37.899152,145.107521,145.151616
64,Clayton South,-37.9430924,145.125236,510589edee0124624059968d7340b7f842c0f00101f901b2a8240000000000c00205,Clayton South,Clayton South,1.0,City of Kingston,Clayton South,-37.961478,-37.927429,145.107109,145.141898
65,Coburg,-37.7449752,144.9643314,51303086cddb1e624059602aec585bdf42c0f00101f901ee86240000000000c00205,Coburg,Coburg,1.0,City of Merri-bek,Coburg,-37.757298,-37.732558,144.946097,144.983291
66,Coburg North,-37.7243476,144.9675198,51706715ecf51e624059d277126cb7dc42c0f00101f901766b240000000000c00205,Coburg North,Coburg North,1.0,City of Merri-bek,Coburg North,-37.736003,-37.718145,144.949464,144.985832
67,Collingwood,-37.802104,144.9881387,512f0d0dd59e1f624059d2fe0758abe642c0f00101f9014e5d240000000000c00205,Collingwood,Collingwood,1.0,City of Yarra,Collingwood,-37.8098688,-37.793896,144.982553,144.993747
68,Craigieburn,-37.5901421,144.9108265,5191ba9d7d251d62405913bfbdc689cb42c0f00101f901b3a5240000000000c00205,Craigieburn,Craigieburn,1.0,City of Hume,Craigieburn,-37.622633,-37.540121,144.8795448,144.965563
69,Cranbourne,-38.1087442,145.2834004,518c35b79d112962405999507754eb0d43c0f00101f9014a0a250000000000c00205,Cranbourne,Cranbourne,1.0,City of Casey,Cranbourne,-38.144837,-38.08072,145.249226,145.295404
70,Cranbourne East,-38.1080912,145.3056221,51ea8dffa7c729624059217eb4eed50d43c0f00101f9010125250000000000c00205,Cranbourne East,Cranbourne East,1.0,City of Casey,Cranbourne East,-38.141713,-38.084514,145.288241,145.324895
71,Cranbourne North,-38.0775184,145.2989039,51b364e99e90296240594c6b781fec0943c0f00101f901440a250000000000c00205,Cranbourne North,Cranbourne North,1.0,City of Casey,Cranbourne North,-38.089242,-38.065814,145.262102,145.335321
72,Cranbourne South,-38.1577683,145.2624214,51a85890c165286240593a6c6cc0311443c0f00101f901530a250000000000c00205,Cranbourne South,Cranbourne South,1.0,City of Casey,Cranbourne South,-38.176717,-38.121693,145.221735,145.291248
73,Cranbourne West,-38.102241,145.2517182,51db9953130e28624059b9a7ab3b160d43c0f00101f901480a250000000000c00205,Cranbourne West,Cranbourne West,1.0,City of Casey,Cranbourne West,-38.124051,-38.077657,145.230532,145.271095
74,Croydon Hills,-37.7759541,145.2671081,51e53f49268c286240593b59c57652e342c0f00101f9014ba0240000000000c00205,Croydon Hills,Croydon Hills,1.0,City of Maroondah,Croydon Hills,-37.78357,-37.765171,145.256054,145.276174
75,Croydon,-37.796309,145.2806024,51bb65e2b1fa2862405957410c74ede542c0f00101f901b4ac240000000000c00205,Croydon,Croydon,1.0,City of Maroondah,Croydon,-37.81339,-37.769276,145.254159,145.308843
76,Dandenong,-37.98749,145.2147923,51d8fd1994df266240594390831266fe42c0f00101f901d8f2240000000000c00205,Dandenong,Dandenong,1.0,City of Greater Dandenong,Dandenong,-38.003548,-37.967644,145.192098,145.235681
77,Dandenong North,-37.9558319,145.2143234,519038bfbcdb266240599d7c1fb358fa42c0f00101f901d7f2240000000000c00205,Dandenong North,Dandenong North,1.0,City of Greater Dandenong,Dandenong North,-37.972348,-37.937793,145.194896,145.234184
78,Deer Park,-37.7686602,144.7713077,51e5547c8dae18624059505e1a7563e242c0f00101f90182fb240000000000c00205,Deer Park,Deer Park,1.0,City of Brimbank,Deer Park,-37.784299,-37.74977,144.7547779,144.795284
79,Delahey,-37.7198138,144.7773228,51ed8d10d4df18624059d01acddb22dc42c0f00101f90183fb240000000000c00205,Delahey,Delahey,1.0,City of Brimbank,Delahey,-37.727964,-37.709728,144.764045,144.793291
80,Dingley Village,-37.9755762,145.1256478,510ffa884e0524624059c3e050aedffc42c0f00101f9010fc8240000000000c00205,Dingley Village,Dingley Village,1.0,City of Kingston,Dingley Village,-37.990882,-37.959242,145.109249,145.14601
81,Docklands,-37.8175423,144.9394923,5101eb2752101e6240595ecce039a5e842c0f00101f901ad95240000000000c00205,Docklands,Docklands,1.0,City of Melbourne,Docklands,-37.827023,-37.809249,144.920056,144.955992
82,Doncaster,-37.7848299,145.1238431,51ba0ace85f62362405923b6604e75e442c0f00101f901756b240000000000c00205,Doncaster,Doncaster,1.0,City of Manningham,Doncaster,-37.798797,-37.767267,145.099654,145.145328
83,Doncaster East,-37.7788744,145.1638815,516c5d6a843e2562405987d80528b2e342c0f00101f9011678240000000000c00205,Doncaster East,Doncaster East,1.0,City of Manningham,Doncaster East,-37.80249,-37.74912,145.142326,145.184237
84,Donvale,-37.7898094,145.1914915,51c93ec8b220266240596589737918e542c0f00101f901cf8d240000000000c00205,Donvale,Donvale,1.0,City of Manningham,Donvale,-37.81178,-37.761641,145.167761,145.221305
85,Park Orchards,-37.7756215,145.2162348,513a483e65eb266240598849b89047e342c0f00101f901b98e240000000000c00205,Park Orchards,Park Orchards,1.0,City of Manningham,Park Orchards,-37.792445,-37.759471,145.190376,145.23636
86,Doreen,-37.5963874,145.1428928,51afdaeb9392246240598c5f1d6c56cc42c0f00101f9017e90240000000000c00205,Doreen,Doreen,1.0,Shire of Nillumbik,Doreen,-37.626944,-37.569421,145.102703,145.186936
87,Doveton,-37.9887542,145.2385975,51096d3997a2276240592e64647f8ffe42c0f00101f90147f9240000000000c00205,Doveton,Doveton,1.0,City of Casey,Doveton,-38.001696,-37.965665,145.226571,145.25442
88,Dromana,-38.3418285,144.9655838,518451ff0fe61e6240599d2b4a09c12b43c0f00101f901885a250000000000c00205,Dromana,Dromana,1.0,Shire of Mornington Peninsula,Dromana,-38.359302,-38.304226,144.937249,145.064662
89,East Melbourne,-37.812498,144.9858851,51a3c3e85e8c1f6240595f0839efffe742c0f00101f9013562240000000000c00205,East Melbourne,East Melbourne,1.0,City of Melbourne,East Melbourne,-37.823119,-37.807728,144.971363,144.9913512
90,Edithvale,-38.0375588,145.1149321,5157581586ad23624059a8d60cbace0443c0f00101f90186fb240000000000c00205,Edithvale,Edithvale,1.0,City of Kingston,Edithvale,-38.045971,-38.029545,145.104347,145.125911
91,Aspendale,-38.0219105,145.1024159,51e5a2b5fd4623624059317898f6cd0243c0f00101f90199f3240000000000c00205,Aspendale,Aspendale,1.0,City of Kingston,Aspendale,-38.034901,-38.009169,145.084326,145.118447
92,Elsternwick,-37.8858425,145.0070152,5166d2f077392062405915747b4963f142c0f00101f9019497240000000000c00205,Elsternwick,Elsternwick,1.0,City of Glen Eira,Elsternwick,-37.896685,-37.876917,144.996745,145.01631
93,Eltham,-37.7175064,145.1601523,51225cb7f71f25624059d955ed3fd7db42c0f00101f9019060240000000000c00205,Eltham,Eltham,1.0,Shire of Nillumbik,Eltham,-37.74089,-37.688398,145.131606,145.194983
94,Elwood,-37.8788568,144.9855487,51b1636d9d891f62405901ef2e617ef042c0f00101f901b299240000000000c00205,Elwood,Elwood,1.0,City of Port Phillip,Elwood,-37.891737,-37.870301,144.974464,144.997052
95,Emerald,-37.9321008,145.4407216,5181542f641a2e624059a8493a144ff742c0f00101f9011c17250000000000c00205,Emerald,Emerald,1.0,Shire of Cardinia,Emerald,-37.982983,-37.881924,145.382168,145.486696
96,Cockatoo,-37.9299135,145.5127551,516e2b627d6830624059f04dd36707f742c0f00101f901852b250000000000c00207,Melbourne VIC 3781,Melbourne VIC 3781,1.0,Shire of Cardinia,,,,,
97,Endeavour Hills,-37.9702665,145.2563443,518320f6f83328624059c3f352b131fc42c0f00101f901b4f3240000000000c00205,Endeavour Hills,Endeavour Hills,1.0,City of Casey,Endeavour Hills,-37.996118,-37.9418953,145.229194,145.282505
98,Epping,-37.639111,145.0266224,51ea2a3817da20624059c6c1a563ced142c0f00101f9011987240000000000c00205,Epping,Epping,1.0,City of Whittlesea,Epping,-37.661433,-37.615294,144.952795,145.066194
99,Essendon,-37.7498293,144.9109062,512857c224261d624059928a1068fadf42c0f00101f9010495240000000000c00205,Essendon,Essendon,1.0,City of Moonee Valley,Essendon,-37.7611179,-37.737328,144.889476,144.935049
100,Essendon West,-37.7528304,144.8845846,5173f15c844e1c624059a1b71dbf5ce042c0f00101f90115a0240000000000c00205,Essendon West,Essendon West,1.0,City of Moonee Valley,Essendon West,-37.761963,-37.747882,144.877065,144.890431
101,Fawkner,-37.7052065,144.9696144,516237c714071f6240599c36e33444da42c0f00101f9013587240000000000c00205,Fawkner,Fawkner,1.0,City of Merri-bek,Fawkner,-37.7201904,-37.689425,144.956284,144.982511
102,Ferntree Gully,-37.8840562,145.2817304,513fc978ef0329624059bc69e9c028f142c0f00101f90135d9240000000000c00205,Ferntree Gully,Ferntree Gully,1.0,City of Knox,Ferntree Gully,-37.905302,-37.867047,145.25565,145.308509
103,Fitzroy,-37.8010382,144.9792611,51d7d75f1b561f62405961ec736b88e642c0f00101f9015c5d240000000000c00205,Fitzroy,Fitzroy,1.0,City of Yarra,Fitzroy,-37.808922,-37.792913,144.973188,144.985143
104,Fitzroy North,-37.7833316,144.9837074,51a9faf0877a1f62405930f6b93544e442c0f00101f901345d240000000000c00205,Fitzroy North,Fitzroy North,1.0,City of Yarra,Fitzroy North,-37.793896,-37.773001,144.97574,144.9956
105,Flemington,-37.7867587,144.9193668,51e760ec736b1d624059f72b5382b4e442c0f00101f9018697240000000000c00205,Flemington,Flemington,1.0,City of Melbourne,Flemington,-37.795156,-37.77939,144.902609,144.940255
106,Flinders,-38.473312,145.0187057,51f637b23c9920624059f566d47c953c43c0f00101f9014468250000000000c00208,Melbourne,Melbourne,1.0,Shire of Mornington Peninsula,,,,,
107,Footscray,-37.7981339,144.897345,515587dc0cb71c6240591b2a6b4029e642c0f00101f901a59d240000000000c00205,Footscray,Footscray,1.0,City of Maribyrnong,Footscray,-37.815295,-37.786363,144.87928,144.916504
108,Forest Hill,-37.8362738,145.1690911,516e11bd31692562405936c016050beb42c0f00101f901628e240000000000c00205,Forest Hill,Forest Hill,1.0,City of Whitehorse,Forest Hill,-37.854838,-37.8279207,145.156887,145.185176
109,Frankston,-38.1444729,145.1268808,51b1cf52680f24624059425486167e1243c0f00101f901f20a250000000000c00205,Frankston,Frankston,1.0,City of Frankston,Frankston,-38.176899,-38.124857,145.109455,145.173389
110,Frankston North,-38.1228524,145.1609788,512e2b03bd2625624059181ea0a0b90f43c0f00101f901f00a250000000000c00205,Frankston North,Frankston North,1.0,City of Frankston,Frankston North,-38.140521,-38.112735,145.139332,145.181946
111,Frankston South,-38.1765027,145.1295641,518b879c632524624059ee13f6a3971643c0f00101f901f40a250000000000c00205,Frankston South,Frankston South,1.0,City of Frankston,Frankston South,-38.200079,-38.150937,145.098034,145.161268
112,Gisborne,-37.486723,144.5904237,5111493ec0e412624059029b73f04cbe42c0f00101f901773b250000000000c00207,Gisborne VIC 3437,Gisborne VIC 3437,1.0,Shire of Macedon Ranges,,,,,
113,Gladstone Park,-37.6898311,144.8944658,517fccbd769f1c624059c121af624cd842c0f00101f901bd9d240000000000c00205,Gladstone Park,Gladstone Park,1.0,City of Hume,Gladstone Park,-37.704592,-37.680489,144.88206,144.907333
114,Glen Iris,-37.855814,145.0646117,510c4e8e4c1122624059bfba2a508bed42c0f00101f9014f62240000000000c00205,Glen Iris,Glen Iris,1.0,City of Boroondara,Glen Iris,-37.86753,-37.845408,145.039721,145.095537
115,Glen Waverley,-37.8816255,145.1681838,51f216fec26125624059eae8b81ad9f042c0f00101f901359d240000000000c00205,Glen Waverley,Glen Waverley,1.0,City of Monash,Glen Waverley,-37.904875,-37.859769,145.142933,145.200315
116,Glenroy,-37.7028199,144.9275403,511bc7fe68ae1d6240592fbda200f6d942c0f00101f901b495240000000000c00205,Glenroy,Glenroy,1.0,City of Merri-bek,Glenroy,-37.716267,-37.69193,144.898012,144.959267
117,Gowanbrae,-37.7027183,144.8975976,51fb1e9a1eb91c6240597e665aacf2d942c0f00101f901009b240000000000c00205,Gowanbrae,Gowanbrae,1.0,City of Merri-bek,Gowanbrae,-37.710101,-37.693849,144.889344,144.907021
118,Greensborough,-37.6988474,145.1074004,5179b2f6d26f2362405983f2e3d473d942c0f00101f901d75f240000000000c00205,Greensborough,Greensborough,1.0,City of Banyule,Greensborough,-37.720332,-37.679203,145.067839,145.134602
119,Greenvale - Bulla,-37.6347957,144.8027227,51380884e7af196240591a9249fc40d142c0f00101f90197fb240000000000c00205,Bulla,Bulla,1.0,City of Hume,Bulla,-37.676812,-37.582626,144.759968,144.836363
120,Hadfield,-37.7101582,144.9502764,5124850daa681e6240593dfec176e6da42c0f00101f9013c8e240000000000c00205,Hadfield,Hadfield,1.0,City of Merri-bek,Hadfield,-37.7192129,-37.701585,144.936495,144.9629776
121,Hallam,-38.0074845,145.268858,5193a8177c9a286240590b5d8940f50043c0f00101f9017bfc240000000000c00205,Hallam,Hallam,1.0,City of Casey,Hallam,-38.021644,-37.986961,145.248995,145.289526
122,Hampton,-37.937671,145.0086789,514af5f81847206240592db4739a05f842c0f00101f90192a8240000000000c00205,Hampton,Hampton,1.0,City of Bayside,Hampton,-37.946992,-37.92871,144.992117,145.025241
123,Hampton Park,-38.0367368,145.2590312,519994ccfb4928624059a4479dcab30443c0f00101f9014a02250000000000c00205,Hampton Park,Hampton Park,1.0,City of Casey,Hampton Park,-38.06758,-38.017012,145.246697,145.288567
